(600.7581787109375, 169.88072204589844, 703.294921875, 219.4852752685547)	0.9843428134918213
(156.55526733398438, 10.356406211853027, 306.6123046875, 51.55758285522461)	0.9838626384735107
(589.340087890625, 287.1106872558594, 720.5413208007812, 339.1986389160156)	0.983770489692688
(392.6490173339844, 71.40745544433594, 513.5580444335938, 106.61688995361328)	0.9757747054100037
(470.813720703125, 113.40520477294922, 670.888427734375, 157.9554443359375)	0.9746493697166443
(582.3677978515625, 238.3225555419922, 685.9600830078125, 293.6855163574219)	0.9639282822608948
(627.25, 104.29912567138672, 868.150634765625, 154.3157958984375)	0.9598392248153687
(287.18328857421875, 11.944498062133789, 413.1414489746094, 60.997314453125)	0.9285755753517151
(654.0695190429688, 199.79969787597656, 774.043701171875, 252.76113891601562)	0.9242229461669922
(459.3930358886719, 200.40357971191406, 853.4467163085938, 378.4754638671875)	0.913083553314209
