folder_name,url,phish_category,phish_score
hatsandcaps.co.uk,https://hatsandcaps.co.uk,0,0.3333333333333333
zzperformance.com,https://zzperformance.com,1,0.5
google.co.ke,https://google.co.ke,0,0.3333333333333333
kannadashaadi.com,https://kannadashaadi.com,1,0.5
ilpiacenza.it,https://ilpiacenza.it,1,0.6666666666666666
zimabdko.com,https://zimabdko.com,1,0.5
justfont.com,https://justfont.com,1,0.5
zinus.com,http://zinus.com,1,0.5
iitb.pe.gov.br,https://iitb.pe.gov.br,0,0.16666666666666666
google.com.cu,https://google.com.cu,0,0.3333333333333333
google.co.ls,https://google.co.ls,0,0.3333333333333333
amazon.co.jp,https://amazon.co.jp,1,0.5
google.cg,https://google.cg,0,0.3333333333333333
kalayabiran.ir,https://kalayabiran.ir,0,0.0
google.bg,https://google.bg,0,0.3333333333333333
google.com.pk,https://google.com.pk,0,0.3333333333333333
happydemy.com,http://happydemy.com,1,0.5
zoya.bg,https://zoya.bg,1,0.5
harris.com,https://harris.com,1,0.5
google.ch,https://google.ch,0,0.3333333333333333
zonanegativa.com,https://zonanegativa.com,1,0.6666666666666666
yelp.it,https://yelp.it,1,0.5
inoreader.com,https://inoreader.com,1,0.5
insanelymac.com,https://insanelymac.com,1,0.6666666666666666
google.as,https://google.as,0,0.3333333333333333
google.bt,https://google.bt,0,0.3333333333333333
google.cf,https://google.cf,0,0.3333333333333333
kaleostra.biz,https://kaleostra.biz,1,0.5
happysubtitles.com,https://happysubtitles.com,1,0.5
happywedding.life,https://happywedding.life,0,0.0
yelp.com.au,https://yelp.com.au,1,0.5
juniqe.com,https://juniqe.com,1,0.5
justinguitar.com,https://justinguitar.com,0,0.3333333333333333
kaksepishe.com,https://kaksepishe.com,1,0.5
ikea.bg,http://ikea.bg,1,0.5
hartenergy.com,http://hartenergy.com,1,0.5
zvukov.com,https://zvukov.com,1,0.5
google.com.pa,https://google.com.pa,0,0.3333333333333333
zonmaster.com,https://zonmaster.com,1,0.5
instacart.com,https://instacart.com,1,0.5
google.com.pe,https://google.com.pe,0,0.3333333333333333
google.al,https://google.al,0,0.3333333333333333
google.com.pg,https://google.com.pg,0,0.3333333333333333
haraj.com.sa,https://haraj.com.sa,1,0.5
zones.com,http://zones.com,1,0.5
harlander.com,https://harlander.com,0,0.0
google.cat,https://google.cat,0,0.3333333333333333
google.com.np,https://google.com.np,0,0.3333333333333333
haramainsoftware.com,https://haramainsoftware.com,0,0.3333333333333333
znanje.hr,https://znanje.hr,1,0.5
harmonica.com,https://harmonica.com,1,0.5
hardballshoppen.dk,https://hardballshoppen.dk,1,0.5
insportline.sk,https://insportline.sk,1,0.5
amazon.co.uk,https://amazon.co.uk,0,0.3333333333333333
juve.de,https://juve.de,1,0.5
jura-online.de,https://jura-online.de,1,0.6666666666666666
zootovary.com,https://zootovary.com,1,0.5
worldhealth.net,https://worldhealth.net,1,0.6666666666666666
google.co.in,https://google.co.in,0,0.3333333333333333
jvns.ca,https://jvns.ca,0,0.16666666666666666
instaforum.ru,https://instaforum.ru,1,0.6666666666666666
kamerpower.com,https://kamerpower.com,1,0.5
innovamag.com,https://innovamag.com,1,0.6666666666666666
google.com.pr,https://google.com.pr,0,0.3333333333333333
hardworkandsweat.com,https://hardworkandsweat.com,0,0.16666666666666666
kampajobs.ch,https://kampajobs.ch,1,0.5
google.com.tj,https://google.com.tj,0,0.3333333333333333
hardwax.com,https://hardwax.com,0,0.3333333333333333
google.com.do,https://google.com.do,0,0.3333333333333333
ikincielim.com,http://ikincielim.com,1,0.5
xhamster.desi,https://xhamster.desi,1,0.6666666666666666
jurnalweb.com,https://jurnalweb.com,1,0.5
kang.it,https://kang.it,1,0.5
just-drinks.com,https://just-drinks.com,0,0.16666666666666666
juiciocrudo.com,https://juiciocrudo.com,1,0.5
juno.co.uk,https://juno.co.uk,1,0.5
faceyourmanga.com,https://faceyourmanga.com,1,0.6666666666666666
instaling.pl,https://instaling.pl,1,0.5
insightsactivelearn.com,https://insightsactivelearn.com,1,0.5
zurich.com.hk,http://zurich.com.hk,1,0.5
google.com.kw,https://google.com.kw,0,0.3333333333333333
zutec.com,https://zutec.com,1,0.5
google.cm,https://google.cm,0,0.3333333333333333
google.az,https://google.az,0,0.3333333333333333
google.bj,https://google.bj,0,0.3333333333333333
google.com.mt,https://google.com.mt,0,0.3333333333333333
ilfordphoto.com,https://ilfordphoto.com,1,0.5
google.com.sg,https://google.com.sg,0,0.3333333333333333
google.com.mm,https://google.com.mm,0,0.3333333333333333
iittala.com,http://iittala.com,1,0.5
haulix.com,https://haulix.com,0,0.3333333333333333
google.com.uy,https://google.com.uy,0,0.3333333333333333
google.com.et,https://google.com.et,0,0.3333333333333333
wordmint.com,https://wordmint.com,1,0.5
jwplayer.com,https://jwplayer.com,1,0.5
ikea.com.cy,http://ikea.com.cy,1,0.5
google.com.kh,https://google.com.kh,0,0.3333333333333333
kanbanflow.com,https://kanbanflow.com,0,0.16666666666666666
