(168.75863647460938, 0.0, 254.4313507080078, 11.44976806640625)	0.9928282499313354
(333.09283447265625, 23.276226043701172, 497.6103210449219, 70.62361145019531)	0.9919344186782837
(141.81715393066406, 12.192734718322754, 248.47608947753906, 56.6934928894043)	0.9792541265487671
(157.14968872070312, 284.68505859375, 270.38671875, 330.10894775390625)	0.9761388897895813
(258.1224365234375, 279.32452392578125, 401.7236633300781, 323.39849853515625)	0.9660725593566895
(490.5942077636719, 168.27931213378906, 657.4593505859375, 223.5367889404297)	0.9616248607635498
(390.0269775390625, 290.0516662597656, 554.5825805664062, 332.65509033203125)	0.9528989195823669
(377.49835205078125, 194.4818878173828, 490.098876953125, 231.5052032470703)	0.9251937866210938
(227.846435546875, 30.846481323242188, 361.244873046875, 79.72858428955078)	0.9178912043571472
(191.36444091796875, 175.00437927246094, 356.0682373046875, 220.07029724121094)	0.9088735580444336
