(804.40625, 1021.5, 882.40625, 1036.5)
(742.796875, 691.0, 751.796875, 711.0)
(843.65625, 182.0, 843.65625, 202.0)
(643.859375, 691.0, 751.859375, 711.0)
(-1000000.0, 284.0, -999953.0, 309.0)
(0.0, 0.0, 24.0, 24.0)
(564.59375, -252.0, 1425.59375, -72.0)
(336.0, 1021.0, 419.0, 1037.0)
(-1000000.0, 363.0, -999953.0, 388.0)
(643.859375, 555.0, 743.859375, 594.0)
(1397.5, 1029.5, 1398.5, 1030.5)
(564.59375, -252.0, 1425.59375, -216.0)
(0.0, 0.0, 1920.0, 973.0)
(917.109375, 444.0, 926.109375, 464.0)
(643.859375, 308.0, 1275.859375, 347.0)
(698.1875, 11.375, 1360.1875, 66.375)
(969.140625, 11.375, 1151.140625, 75.375)
(643.859375, 770.0, 643.859375, 790.0)
(1349.5, 1029.5, 1397.5, 1030.5)
(1163.0, 30.5625, 1167.0, 51.5625)
(1276.125, 0.0, 1276.125, 0.0)
(-1000000.0, 442.0, -999953.0, 467.0)
(0.0, 0.0, 1920.0, 79.0)
(644.125, 260.0, 1276.125, 260.0)
(273.0, 0.0, 1647.0, 973.0)
(336.0, 1013.0, 1272.0, 1047.0)
(564.59375, -301.390625, 1425.59375, -252.390625)
(643.859375, 286.0, 720.859375, 306.0)
(1397.5, 1029.5, 1445.5, 1030.5)
(-1000000.0, 521.0, -999953.0, 546.0)
(508.0, -404.390625, 548.0, -362.390625)
(556.21875, 1021.5, 648.21875, 1036.5)
(1856.0, 38.875, 1856.0, 38.875)
(564.59375, -216.0, 1425.59375, -180.0)
(1868.0, 25.875, 1892.0, 49.875)
(881.875, 1021.5, 1000.875, 1036.5)
(0.0, 0.0, 949.0, 321.0)
(16.0, -537.109375, 234.0, -498.109375)
(0.0, 0.0, 1.0, 1.0)
(0.0, 0.0, 767.0, 241.0)
(1866.875, -533.921875, 1887.875, -501.921875)
(643.859375, 365.0, 785.859375, 385.0)
(-1000000.0, 555.0, -999953.0, 580.0)
(756.796875, 612.0, 765.796875, 632.0)
(564.59375, -174.0, 798.59375, -151.0)
(564.59375, -246.0, 722.59375, -223.0)
(548.0, -426.390625, 1426.0, -341.390625)
(1445.5, 1030.5, 1477.5, 1030.5)
(643.859375, 444.0, 925.859375, 464.0)
(643.859375, 713.0, 1275.859375, 752.0)
(647.921875, 1021.5, 717.921875, 1036.5)
(564.59375, -210.0, 724.59375, -187.0)
(718.28125, 1021.5, 804.28125, 1036.5)
(1151.0, 11.375, 1183.0, 66.375)
(643.859375, 523.0, 730.859375, 543.0)
(1920.0, 0.0, 2320.0, 1091.0)
(643.859375, 612.0, 765.859375, 632.0)
(1840.0, 1.875, 1920.0, 75.875)
(643.859375, 262.0, 643.859375, 282.0)
(0.0, 0.0, 0.0, 0.0)
(756.734375, 206.0, 814.734375, 226.0)
(0.0, 0.0, 1920.0, 437.0)
(819.953125, 11.375, 968.953125, 75.375)
(0.0, 0.0, 1920.0, 78.0)
(289.0, 973.0, 289.0, 973.0)
(0.0, 973.0, 1920.0, 1079.0)
(1272.0, 1013.0, 1584.0, 1047.0)
(1349.5, 1029.5, 1350.5, 1030.5)
(722.109375, 523.0, 731.109375, 543.0)
(0.0, 0.0, 1920.0, 1080.0)
(698.1875, 11.375, 820.1875, 75.375)
(336.0, 1013.0, 1584.0, 1047.0)
(643.859375, 555.0, 860.859375, 610.0)
(0.0, 973.0, 0.0, 973.0)
(643.859375, 634.0, 1275.859375, 673.0)
(0.0, 0.0, 1920.0, 80.0)
(0.0, 0.0, 1920.0, 1079.0)
(1920.0, 0.0, 2320.0, 0.0)
(643.859375, 101.0, 1275.859375, 140.0)
(643.859375, 555.0, 1086.859375, 555.0)
(1349.5, 1029.5, 1493.5, 1030.5)
(643.859375, 466.0, 1275.859375, 505.0)
(0.0, 0.0, 165.0, 18.0)
(439.171875, 1021.5, 1001.171875, 1036.5)
(712.3125, 286.0, 721.3125, 306.0)
(1183.0, 11.375, 1360.0, 77.375)
(643.859375, 286.0, 720.859375, 354.0)
(643.859375, 387.0, 1275.859375, 426.0)
(0.0, -561.109375, 1920.0, -0.109375)
(0.0, 0.0, 770.0, 528.0)
(48.0, -537.109375, 218.0, -498.109375)
(1397.5, 1030.5, 1429.5, 1030.5)
(494.0, -426.390625, 1426.0, -341.390625)
(494.0, -301.390625, 1426.0, -72.390625)
(777.234375, 365.0, 786.234375, 385.0)
(1445.5, 1029.5, 1477.5, 1030.5)
(0.0, 78.765625, 1920.0, 78.765625)
(643.859375, 238.0, 643.859375, 258.0)
(1349.5, 1030.5, 1381.5, 1030.5)
(827.953125, 27.375, 960.953125, 58.375)
(1856.0, 17.875, 1904.0, 59.875)
(564.59375, -180.0, 1425.59375, -144.0)
(977.140625, 27.375, 1143.140625, 58.375)
(0.0, -250.0, 1920.0, 0.0)
(1397.5, 1029.5, 1429.5, 1030.5)
(1920.0, 0.0, 1921.0, 1.0)
(869.578125, 555.0, 1019.578125, 594.0)
(0.0, 0.0, 2.0, 5.0)
(0.0, 973.0, 1920.0, 973.0)
(1272.0, 1021.0, 1330.0, 1039.0)
(869.578125, 555.0, 1086.578125, 610.0)
(494.0, -474.390625, 1426.0, -8.390625)
(564.59375, -138.0, 725.59375, -115.0)
(643.859375, 101.0, 1275.859375, 872.0)
(289.0, 0.0, 1631.0, 973.0)
(643.859375, 182.0, 843.859375, 226.0)
(0.0, 0.0, 218.0, 78.0)
(643.859375, 180.0, 1275.859375, 872.0)
(1445.5, 1029.5, 1493.5, 1030.5)
(804.40625, 1021.5, 881.40625, 1036.5)
(643.859375, 808.0, 1275.859375, 856.0)
(1445.5, 1029.5, 1446.5, 1030.5)
(756.125, 691.0, 756.125, 711.0)
(564.59375, -144.0, 1425.59375, -108.0)
(564.59375, -108.0, 1425.59375, -72.0)
(643.859375, 180.0, 843.859375, 228.0)
(0.0, 0.0, 333.0, 40.0)
(32.0, 16.0, 202.0, 54.0)
(0.0, 1047.0, 1920.0, 1047.0)
(1191.0, 27.375, 1352.0, 58.375)
(564.59375, -102.0, 729.59375, -79.0)
(706.1875, 27.375, 812.1875, 58.375)
(1276.125, 0.0, 1276.125, 973.0)
(439.171875, 1021.5, 556.171875, 1036.5)
(1349.5, 1029.5, 1381.5, 1030.5)
(1866.875, -537.921875, 1887.875, -497.921875)
(0.0, 78.765625, 0.0, 78.765625)
