(762.390625, 580.0, 842.390625, 600.0)
(751.0, 436.0, 1162.0, 458.0)
(8.0, 8.0, 1912.0, 8.0)
(762.390625, 543.0, 1148.390625, 666.0)
(853.578125, 543.0, 1147.578125, 572.0)
(762.390625, 617.0, 1147.390625, 625.0)
(762.390625, 580.0, 1147.390625, 617.0)
(762.390625, 625.0, 1147.390625, 666.0)
(854.390625, 635.0, 917.390625, 658.0)
(741.0, 421.0, 1169.0, 722.0)
(872.375, 641.0, 910.375, 655.0)
(762.390625, 658.0, 1147.390625, 658.0)
(741.0, 421.0, 1169.0, 421.0)
(853.578125, 580.0, 1147.578125, 609.0)
(756.0, 421.0, 831.0, 506.0)
(741.0, 704.546875, 1169.0, 721.546875)
(762.390625, 543.0, 842.390625, 563.0)
(741.0, 421.0, 1162.0, 506.0)
(854.390625, 640.0, 918.390625, 654.0)
(762.390625, 543.0, 1147.390625, 580.0)
(740.0, 420.0, 1172.0, 723.0)
(741.0, 674.546875, 1171.0, 704.546875)
(854.390625, 635.0, 983.390625, 658.0)
(762.390625, 625.0, 1147.390625, 625.0)
(781.0, 516.0, 1148.0, 543.0)
(741.0, 421.0, 1169.0, 675.0)
(0.0, 0.0, 426.0, 91.0)
(0.0, 0.0, 0.0, 0.0)
(741.0, 674.546875, 1169.0, 674.546875)
(862.390625, 640.0, 872.390625, 655.0)
