(399.499755859375, 153.8380126953125, 472.76788330078125, 213.15625)	0.9955572485923767
(636.9260864257812, 160.81314086914062, 747.0936889648438, 210.28106689453125)	0.99198317527771
(137.18008422851562, 64.15828704833984, 245.6561279296875, 133.75750732421875)	0.9889057874679565
(251.06259155273438, 82.32999420166016, 408.9324645996094, 126.89646911621094)	0.9875822067260742
(207.0339813232422, 42.785377502441406, 371.3197021484375, 93.35954284667969)	0.9863400459289551
(18.61717414855957, 39.95403289794922, 176.3058319091797, 99.84945678710938)	0.9858983159065247
(494.2804870605469, 149.9351806640625, 649.0994262695312, 206.28306579589844)	0.9834171533584595
(950.52099609375, 0.0, 1080.2860107421875, 41.486183166503906)	0.9758100509643555
(618.7255249023438, 400.8309020996094, 736.683349609375, 480.5389099121094)	0.9719134569168091
(77.34574890136719, 8.4861421585083, 189.5716552734375, 44.471900939941406)	0.9682179689407349
