(782.3828735351562, 184.78109741210938, 884.9827270507812, 240.98138427734375)	0.9916610717773438
(392.4173278808594, 27.823532104492188, 510.4734191894531, 76.80584716796875)	0.9903634190559387
(701.2782592773438, 208.31674194335938, 769.7741088867188, 266.85565185546875)	0.9894750714302063
(510.086181640625, 249.7386474609375, 626.2600708007812, 300.9360656738281)	0.952853262424469
(862.7733154296875, 230.56246948242188, 968.8134155273438, 298.59429931640625)	0.9423182010650635
(395.7581787109375, 182.34129333496094, 507.0390625, 235.23643493652344)	0.9354665875434875
(472.8427429199219, 168.7339630126953, 677.3505859375, 218.28733825683594)	0.9341480135917664
(395.7424621582031, 313.48529052734375, 499.80419921875, 350.0976867675781)	0.9308836460113525
(749.1727294921875, 135.98648071289062, 879.4000244140625, 176.85861206054688)	0.8878310918807983
(673.7049560546875, 251.1114501953125, 803.2715454101562, 325.0621337890625)	0.8741375207901001
