(752.0, 44.0, 1168.0, 44.0)
(752.0, 217.0, 1168.0, 277.0)
(752.0, 62.0, 1168.0, 151.0)
(939.0, 169.0, 981.0, 193.0)
(752.0, 214.0, 1168.0, 214.0)
(752.0, 151.0, 1168.0, 199.0)
(982.015625, 280.0, 1046.015625, 294.0)
(752.0, 163.0, 1168.0, 199.0)
(0.0, 44.0, 1920.0, 331.0)
(736.0, 44.0, 1184.0, 331.0)
(752.0, 277.0, 1168.0, 331.0)
(752.0, 44.0, 1168.0, 199.0)
(0.0, 0.0, 16.0, 16.0)
(1168.0, 129.0, 1168.0, 129.0)
(908.5, 12.5, 1011.5, 28.5)
(953.765625, 199.0, 965.765625, 217.0)
(873.9375, 280.0, 1045.9375, 294.0)
(752.0, 62.0, 1168.0, 107.0)
(0.0, 44.0, 1920.0, 332.0)
(908.5, 11.5, 1011.5, 32.5)
(876.1875, 229.0, 1044.1875, 265.0)
(0.0, 11.5, 1920.0, 32.5)
(0.0, 0.0, 1920.0, 332.0)
(752.0, 107.0, 1168.0, 151.0)
(752.0, 277.0, 1168.0, 295.0)
(974.671875, 280.0, 981.671875, 294.0)
(960.0, 11.5, 960.0, 11.5)
(873.9375, 280.0, 970.9375, 294.0)
(752.0, 45.0, 752.0, 61.0)
(0.0, 0.0, 61.0, 18.0)
(0.0, 0.0, 0.0, 0.0)
(0.0, 0.0, 1920.0, 0.0)
(0.0, 0.0, 1920.0, 44.0)
(1168.0, 107.0, 1168.0, 151.0)
(772.796875, 199.0, 1146.796875, 217.0)
