folder,url,has_logo,brand_matched,brand_confidence,domain_brand_mismatch,has_login_elements,has_password_field,page_has_security_indicators,image_quality_score,logo_size_proportion,logo_position_typical,used_gpt_detection,gpt_confidence,is_crp,domain_match_score,phish_score
facebook.com.awed.xyz,http://facebook.com.awed.xyz/f/login.php,1.0,1.0,0.9568514823913574,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
facebook.com.awed.xyz,http://facebook.com.awed.xyz/f/login.php,1.0,1.0,0.9568516612052917,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ebay.com.m.1itnn.com,http://ebay.com.m.1itnn.com/itm/2016-Ez-go-RXV-48V/66435234762/u/14914846/,1.0,1.0,0.9567014575004578,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abantumarket.co.za,http://abantumarket.co.za/wp-content/plugins/js_composer/rad/7b968e3c6067a8cb7044c44deafe3787/,1.0,1.0,0.9618998765945435,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
event.pubgcompany.com,http://event.pubgcompany.com/login/facebook,1.0,1.0,0.988909900188446,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
storage.googleapis.com,https://storage.googleapis.com/f-gr-d-y-f-ygy-7t-gv-yg-j.appspot.com/75%20f%20tyg%20vu-v/g%20h%20ty-uf=yg,1.0,1.0,0.924569845199585,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1cdaf644-ad3d-4b5e-9225-8751dbe9c11a.godaddysites.com,https://1cdaf644-ad3d-4b5e-9225-8751dbe9c11a.godaddysites.com/,1.0,1.0,0.9799818396568298,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
inc-word-view.officeapps.live.com.office.o365v4.nripoc.myshn.net,http://inc-word-view.officeapps.live.com.office.o365v4.nripoc.myshn.net/,1.0,1.0,0.9448807239532471,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.omegapremium.co.il,http://www.omegapremium.co.il/wp-includes/js/mediaelement/onezoowdrpx/documenteOview/,1.0,1.0,0.9830043911933899,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
itsapolkadotlife.com,http://itsapolkadotlife.com/scanned/adb/home/error.php,1.0,1.0,0.9760205149650574,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
login.live.com.office.flagstarbancorp.myshn.net,https://login.live.com.office.flagstarbancorp.myshn.net/cookiesDisabled.srf?uaid=c9e2b063d2b84b09a56154b179d69121&mkt=EN-US&lc=1033,1.0,1.0,0.9688045978546143,1.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bsfga.net,http://bsfga.net/Invoice/toda/,1.0,1.0,0.9638069272041321,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pt.999wordpressdesign.com,https://pt.999wordpressdesign.com/drrr/post/china/logistics/index.php,1.0,1.0,0.9441666603088379,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
www.aislacontrol.com,http://www.aislacontrol.com/modules/1nd/a,1.0,1.0,0.921336829662323,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
www.fbkrelatormarketplace.realtorpoperrtys.us_duplicate,https://www.fbkrelatormarketplace.realtorpoperrtys.us/view-signin.php,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.mediterratechnologies.com,https://www.mediterratechnologies.com/signin/ebayde/ws/eBayISAPI/dllSignInru/index.htm,1.0,1.0,0.9760443568229675,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
dropbox.bilgenart.com_duplicate,https://dropbox.bilgenart.com/e29f44204e175c37db77737801972870/login.php?cmd=login_submit&amp;id=5adbd2a58409ecee68810a99440cf4d15adbd2a58409ecee68810a99440cf4d1&amp;session=5adbd2a58409ecee68810a99440cf4d15adbd2a58409ecee68810a99440cf4d1,1.0,1.0,0.9677456021308899,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
shadetreetechnology.com,http://shadetreetechnology.com/V4/validation/bf32e18dc44adb14ca4e70b510e6aea6,1.0,1.0,0.954063892364502,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
controlware.com.bd,http://controlware.com.bd/wwwwww/china/logistic/intraship/emss.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=ouazzani@zitron.com,1.0,1.0,0.9441666603088379,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ebaymotors.de.ekauferschutz-session37106094.de,https://ebaymotors.de.ekauferschutz-session37106094.de/itm/2015-skoda-octavia-combi-1-6-tdi-green-tec-dsg-edition/,1.0,1.0,0.8953543305397034,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.magischer-garten.de_duplicate,https://www.magischer-garten.de/modules/jmsslider/views/img/layers/none/post/china/logistic/intraship,1.0,1.0,0.9441666603088379,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
nl.thelittleglutenfreekitchenco.com,http://nl.thelittleglutenfreekitchenco.com/post/china/logistics/ems.php?email=,1.0,1.0,0.9441666603088379,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
rac3dspbd.com,https://rac3dspbd.com/boa/bankofamerica/91549edf/,1.0,1.0,0.9776170253753662,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
perucreartebtl.com,https://perucreartebtl.com/outlook-owaphp/?ss=2&ea=bponationalsamplecenter@armstrongceilings.com&session=ab9c043fb42fb4e58d0885af56c514ccab9c043fb42fb4e58d0885af56c514cc,1.0,1.0,0.9645404815673828,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
oglanews.com,https://oglanews.com/wp-content/Apple-ID.html,1.0,1.0,0.9362402558326721,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
www.themkdiaries.com,https://www.themkdiaries.com/a/att/index.html,1.0,1.0,0.8999694585800171,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
gps4you.net,https://gps4you.net/wp/wp-content/wzAsqdFkywXpDYEp/AfpQNbCUCTLMbGTy/OWA-AUT/index.html,1.0,1.0,0.924569845199585,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
bahankuliahonline.com,https://bahankuliahonline.com/signin/ebayde/ws/eBayISAPI/dllSignInru/index.htm,1.0,1.0,0.9760443568229675,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
www.linkverified.uk,http://www.linkverified.uk/www.ebay.co.uk/itm/view/126548795655/,1.0,1.0,0.971914529800415,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
medical-news-reporting.com,http://medical-news-reporting.com/zebc049e313/c8e95a14b677899d05b624e3/index.php?id=226bf3370e101d1c93c02298155dae0f,1.0,1.0,0.9787863492965698,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
blog.cellprofiler.org,https://blog.cellprofiler.org/192837560311ocKontaktiert3A2F2F2Fws2FISAPIdllFM2MContact26item3D14276952031426requested3Kundenservice-redacted@email.html,1.0,1.0,0.9698979258537292,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
eyudt.top,http://eyudt.top/pay/paypal,1.0,1.0,0.957664966583252,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bestuniqueblogz.com,https://bestuniqueblogz.com/wp-includes/s1/EMS/intraship/emss.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eitfirst.com,http://eitfirst.com/zoom-inf2o28122/appsuite,1.0,1.0,0.9615204930305481,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
baxterchidev.com,http://baxterchidev.com/escrow-cd/onedrive-RD46,1.0,1.0,0.9691344499588013,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
www.swidnicajaracza.top,http://www.swidnicajaracza.top/stericycle/winS&lossess/,1.0,1.0,0.9623511433601379,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ailsd.duckdns.org,https://ailsd.duckdns.org/at/attpho/index.html,1.0,1.0,0.8742802143096924,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9dollarsintothousands.com,http://9dollarsintothousands.com/wp-includes/Text/Diff/Engine/wp-content/Login.htm,1.0,1.0,0.9395683407783508,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
www.argumentculture.com,http://www.argumentculture.com/survey/sf43ee33/source=12891/subid=e:imcw5avqpcvdcy59ttdd-vtjf4nyumb3jl1gvlnkr1s&subid2=morganintown.com&subid3=e:yo-rq4q8weazhx5ep9r_mw&subid4=freenet.de&firstname=klaus&surname=silbernagl&city=untermeitingen&email=jackdavis@eureliosollutions.com/pid=19,1.0,1.0,0.9328840374946594,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
securlty.be_duplicate,https://securlty.be/98ahjwkbwx3iam07,1.0,1.0,0.986450731754303,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
act-fire.kz,http://act-fire.kz/llehsd/trider/lia/oj/index.htm,1.0,1.0,0.9683999419212341,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
dewaltweedeaterguide.com,http://dewaltweedeaterguide.com/drop/Dropbox/wp-incllude/,1.0,1.0,0.9581577777862549,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
about.facebook-page.business-id-145654234324234.com,https://about.facebook-page.business-id-145654234324234.com/,1.0,1.0,0.9832494258880615,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
www.communityreview.info,https://www.communityreview.info/ebay.co.uk/signin&_trksid=m183.2093,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-secure-facebook.id4546666-listing.com,http://m-secure-facebook.id4546666-listing.com/,1.0,1.0,0.9832494258880615,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hhgdghhjtyhjtyn.weebly.com,https://hhgdghhjtyhjtyn.weebly.com/,1.0,1.0,0.9698522686958313,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
lplatinum.ru,http://lplatinum.ru/includes/class/651/page.php,1.0,1.0,0.9489090442657471,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
canblog.co.za,http://canblog.co.za/jk/gfilepro/SP12/SP/4CAl5XULIRMFsYEx9S0Pi6zT_7Z2Jr&wbkofO3vDGn1VeHch8BymNtdWaQK/personal.php?loqln=sbmit&id=6098c1092cc982e462f97eb1afde21&session=a17f6e1987a14b16a3c87c4093fb3177,1.0,1.0,0.9422795176506042,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truluv.ca,http://truluv.ca/uhuru/No_cap/FBG/,1.0,1.0,0.9638069272041321,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
securlty.be,https://securlty.be/28tfcha8bfl2gusp,1.0,1.0,0.986450731754303,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
upgd.ddns.net,https://upgd.ddns.net/bv/index.php,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wildcard.mls-d2-f4-sdd.com,http://wildcard.mls-d2-f4-sdd.com/v/,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mail.pubgmobile.pubgevents2020.com,https://mail.pubgmobile.pubgevents2020.com/login/facebook/,1.0,1.0,0.9690102934837341,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
elmerfortreasurer.org,http://elmerfortreasurer.org/prime/ref=nav_tooltip_redirect/137-2593022-9415216,1.0,1.0,0.9338812232017517,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.midyatmimaritas.com,http://www.midyatmimaritas.com/wp-includes/images/media/document/3253,1.0,1.0,0.9689463376998901,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
rohtolab.com,http://rohtolab.com/public/templates/mmp/web/-/DFHS6545TE1H87TRH132HF/1878DFE4RH8EQ4RH65E4FB65E44B6/a67c5e773a3f370ee2da97b194ab3bd5/s-up.php?cmd=inc=erorr-log-loadin=505f4c18777098f4a05c149c07b06825d35&amp;dispatch=bb6edbd23d8d24dfee8dba51ee5f4155d4ad76b7,1.0,1.0,0.9037014842033386,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
www.churrascariameinhaus.com.br,http://www.churrascariameinhaus.com.br/novosite/respondi/compte/verifier/Apple.fr/,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
westtexaswinetours.com,https://westtexaswinetours.com/365/login.php,1.0,1.0,0.9750327467918396,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
supercentroelfuerte.com,http://supercentroelfuerte.com/P2Y9ZjEmYW1wO2w9ZSZhbXA7aT0zMDQ2NzQma2V5PTA2Njk4ODM=,1.0,1.0,0.9544451236724854,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
dropbox.bilgenart.com,http://dropbox.bilgenart.com/374f8469815d864b0a9aa36eec85795f,1.0,1.0,0.9677456021308899,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
tamilexim.club,https://tamilexim.club/wp-content/plugins/aaaaa/sitekey.go.html,1.0,1.0,0.9541183710098267,1.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
vostanovim.ru,http://vostanovim.ru/js/dadaw/EMS_Cashout/ems.php?email=ocean@welltonexpress.com.hk,1.0,1.0,0.9433838725090027,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
