(427.5, 391.0, 579.5, 408.0)
(1518.5, 184.0, 1519.5, 185.0)
(351.5, 806.203125, 758.5, 857.203125)
(387.5, 662.0, 740.5, 728.0)
(971.640625, 2394.015625, 1037.640625, 2411.015625)
(351.5, 25.0, 575.5, 85.0)
(0.0, 0.0, 170.0, 90.0)
(387.5, 554.0, 739.5, 728.0)
(453.1875, 2393.015625, 941.1875, 2685.015625)
(1518.5, 160.0, 1528.5, 195.0)
(1316.421875, 24.0, 1401.421875, 57.0)
(0.0, 150.0, 1903.0, 150.0)
(1518.5, 195.1875, 1518.5, 195.1875)
(1541.5, 112.0, 1542.5, 113.0)
(1175.015625, 2394.015625, 1252.015625, 2411.015625)
(387.5, 1871.8125, 472.5, 1908.8125)
(351.5, 1228.40625, 1551.5, 1567.40625)
(532.25, 2494.015625, 532.25, 2508.015625)
(351.5, 1938.8125, 758.5, 2214.8125)
(351.5, 518.0, 1551.5, 857.0)
(1181.0, 72.0, 1217.0, 86.0)
(1518.5, 160.0, 1518.5, 195.0)
(351.5, 1228.40625, 758.5, 1438.40625)
(1175.015625, 2475.015625, 1219.015625, 2492.015625)
(971.640625, 2556.015625, 1028.640625, 2573.015625)
(351.5, 30.0, 1551.5, 110.0)
(1109.21875, 24.0, 1551.21875, 24.0)
(387.5, 2082.8125, 740.5, 2214.8125)
(971.640625, 2582.015625, 1144.640625, 2601.015625)
(453.203125, 2688.015625, 544.203125, 2705.015625)
(971.640625, 2448.015625, 1017.640625, 2465.015625)
(1156.546875, 69.0, 1167.546875, 89.0)
(0.0, 1228.40625, 1903.0, 1568.40625)
(0.0, 112.0, 1903.0, 150.0)
(351.5, 1938.8125, 1551.5, 2277.8125)
(387.5, 1727.609375, 740.5, 1881.609375)
(633.0, 2621.015625, 661.0, 2649.015625)
(510.46875, 112.0, 585.46875, 150.0)
(1117.53125, 66.0, 1258.53125, 91.0)
(971.640625, 2393.015625, 1144.640625, 2412.015625)
(512.890625, 2470.015625, 546.890625, 2484.015625)
(351.5, 2227.015625, 758.5, 2278.015625)
(0.0, 1938.8125, 1903.0, 2277.8125)
(1516.78125, 68.0, 1550.78125, 85.0)
(889.015625, 112.0, 999.015625, 150.0)
(453.1875, 2617.015625, 941.1875, 2652.015625)
(0.0, 0.0, 30.0, 30.0)
(351.5, 1583.609375, 1551.5, 1922.609375)
(409.5, 382.0, 597.5, 418.0)
(1109.21875, 24.0, 1207.21875, 57.0)
