(340.1627502441406, 117.0474853515625, 484.9758605957031, 162.47885131835938)	0.9941005706787109
(587.446044921875, 130.3316192626953, 710.7230834960938, 180.2711181640625)	0.9933156371116638
(427.3265380859375, 176.7132110595703, 510.8020324707031, 245.7725067138672)	0.9910362958908081
(171.31979370117188, 144.3504638671875, 291.7867736816406, 215.8985137939453)	0.9868986010551453
(434.9295349121094, 100.08256530761719, 786.5260009765625, 275.28302001953125)	0.9832652807235718
(304.8699645996094, 199.7503662109375, 442.7384948730469, 245.8216094970703)	0.9815992712974548
(310.1293640136719, 155.8935089111328, 435.75994873046875, 198.80499267578125)	0.9802262187004089
(617.3570556640625, 194.40614318847656, 718.191650390625, 247.62557983398438)	0.9801896214485168
(203.95396423339844, 116.55525207519531, 296.9521789550781, 153.7499542236328)	0.969112753868103
(727.8386840820312, 178.59912109375, 855.3056030273438, 220.8202362060547)	0.9572171568870544
