folder,url,phish_category,pred_target,matched_domain,siamese_conf
happylifestyle.com,https://happylifestyle.com,0,,,
grooves.land,https://grooves.land,0,,,
inilabs.net,https://inilabs.net,0,,,
ilnapolista.it,https://ilnapolista.it,0,,,
grum.co,https://grum.co,0,,,
afoodieworld.com,http://afoodieworld.com,0,,,
wordpressabz.com,http://wordpressabz.com,0,,,
zonasinhunter.com,https://zonasinhunter.com,0,,,
apple-iphone.ru,http://apple-iphone.ru,0,,,
zweiporn.com,https://zweiporn.com,0,,,
admitad.com,https://admitad.com,0,,,
hansebubeforum.de,https://hansebubeforum.de,0,,,
1and1.com,http://1and1.com,0,,,
growtraffic.com,https://growtraffic.com,0,,,
handywebdesign.net,https://handywebdesign.net,0,,,
aerosoles.com,http://aerosoles.com,0,,,
wweek.com,https://wweek.com,0,,,
kammasheh.com,https://kammasheh.com,0,,,
handtec.co.uk,https://handtec.co.uk,0,,,
adele.org,https://adele.org,0,,,
inkhabar.com,https://inkhabar.com,0,,,
grouvee.com,https://grouvee.com,0,,,
kakatiya.ac.in,https://kakatiya.ac.in,0,,,
admatic.com.tr,http://admatic.com.tr,0,,,
aeroprecisionusa.com,http://aeroprecisionusa.com,0,,,
groupalia.it,https://groupalia.it,0,,,
groppetti.eu,https://groppetti.eu,0,,,
hardsubcafe.net,https://hardsubcafe.net,0,,,
afisha.uz,https://afisha.uz,0,,,
grooves-inc.com,https://grooves-inc.com,0,,,
zoom.co.uk,https://zoom.co.uk,0,,,
gsis.gr,https://gsis.gr,0,,,
happy88.com,https://happy88.com,0,,,
guidetoiceland.is,https://guidetoiceland.is,0,,,
happiestbaby.com,https://happiestbaby.com,0,,,
handyhardcore.com,https://handyhardcore.com,0,,,
grps.org,https://grps.org,0,,,
gru.com,https://gru.com,0,,,
admedia.com,http://admedia.com,0,,,
zzgays.com,https://zzgays.com,0,,,
kam24.ru,https://kam24.ru,0,,,
3wcoffee.com,http://3wcoffee.com,0,,,
junodownload.com,http://junodownload.com,0,,,
gruenderszene.de,http://gruenderszene.de,0,,,
hanken.fi,https://hanken.fi,0,,,
kaleidacare.com,https://kaleidacare.com,0,,,
zonaimage.net,https://zonaimage.net,0,,,
ilex.by,https://ilex.by,0,,,
admiralmarkets.fr,http://admiralmarkets.fr,0,,,
happyscribe.co,https://happyscribe.co,0,,,
zildjian.com,https://zildjian.com,0,,,
zvpn.me,https://zvpn.me,0,,,
ikarus.de,https://ikarus.de,0,,,
adminbox.eu,https://adminbox.eu,0,,,
handheldlegend.com,https://handheldlegend.com,0,,,
gsa-online.de,https://gsa-online.de,0,,,
kaloricketabulky.cz,https://kaloricketabulky.cz,0,,,
kagedmuscle.com,https://kagedmuscle.com,0,,,
iknowthatgirl.com,http://iknowthatgirl.com,0,,,
adea.org,https://adea.org,0,,,
instajoo.ir,https://instajoo.ir,0,,,
jw2019.org,https://jw2019.org,0,,,
innocigs.com,https://innocigs.com,0,,,
k12teacherstaffdevelopment.com,https://k12teacherstaffdevelopment.com,0,,,
admireme.vip,https://admireme.vip,0,,,
affiliatemarketingdude.com,https://affiliatemarketingdude.com,0,,,
hardwarestore.com,http://hardwarestore.com,0,,,
iliadint.com,https://iliadint.com,0,,,
juegosfull5.com,http://juegosfull5.com,0,,,
zong.com.pk,https://zong.com.pk,0,,,
kalashnikov.ru,https://kalashnikov.ru,0,,,
affiliatesummit.com,https://affiliatesummit.com,0,,,
ilboursa.com,https://ilboursa.com,0,,,
admit-one.eu,https://admit-one.eu,0,,,
kainos.com,http://kainos.com,0,,,
zylom.com,https://zylom.com,0,,,
gs1.org,https://gs1.org,0,,,
gsu.edu.tr,https://gsu.edu.tr,0,,,
aetnavision.com,https://aetnavision.com,0,,,
1d4chan.org,https://1d4chan.org,0,,,
gtihandbook.com,https://gtihandbook.com,0,,,
inogen.com,http://inogen.com,0,,,
zoho.in,https://zoho.in,0,,,
hausbau-forum.de,https://hausbau-forum.de,0,,,
harfetaze.com,https://harfetaze.com,0,,,
3riversfcu.net,https://3riversfcu.net,0,,,
julesjordan.com,https://julesjordan.com,0,,,
harborfreight.com,https://harborfreight.com,0,,,
zoominformatica.com,https://zoominformatica.com,0,,,
addyp.com,https://addyp.com,0,,,
inmarsat.com,http://inmarsat.com,0,,,
groupexpro.com,https://groupexpro.com,0,,,
gruenderlexikon.de,https://gruenderlexikon.de,0,,,
harrypotterplatform934.com,https://harrypotterplatform934.com,0,,,
zimanclix.com,https://zimanclix.com,0,,,
jumpcloud.com,https://jumpcloud.com,0,,,
affinityspotlight.com,https://affinityspotlight.com,0,,,
adsblue.com,https://adsblue.com,0,,,
iita.org,http://iita.org,0,,,
instalki.pl,https://instalki.pl,0,,,
zohosites.com,https://zohosites.com,0,,,
growveg.com,https://growveg.com,0,,,
adf.ly,https://adf.ly,0,,,
4camping.cz,https://4camping.cz,0,,,
aerocrs.com,https://aerocrs.com,0,,,
groworganic.com,https://groworganic.com,0,,,
afa.com.ar,http://afa.com.ar,0,,,
group.com,http://group.com,0,,,
adsciti.com,http://adsciti.com,0,,,
grouptkt.com,https://grouptkt.com,0,,,
hammer-heimtex.de,http://hammer-heimtex.de,0,,,
zire20.ir,https://zire20.ir,0,,,
zoneedit.com,http://zoneedit.com,0,,,
iitbhu.ac.in,https://iitbhu.ac.in,0,,,
harrypottershop.com,http://harrypottershop.com,0,,,
gskpro.com,https://gskpro.com,0,,,
kamera-express.nl,https://kamera-express.nl,0,,,
inmotionnow.com,http://inmotionnow.com,0,,,
gtcc.edu,https://gtcc.edu,0,,,
zuowen.com,https://zuowen.com,0,,,
workflowmax.com,https://workflowmax.com,0,,,
harmonytx.org,https://harmonytx.org,0,,,
inspiredhousehold.com,https://inspiredhousehold.com,0,,,
adler.edu,https://adler.edu,0,,,
afftrack.com,https://afftrack.com,0,,,
juriscorrespondente.com.br,https://juriscorrespondente.com.br,0,,,
3point.dk,https://3point.dk,0,,,
gronze.com,https://gronze.com,0,,,
zoodel.com,https://zoodel.com,0,,,
gsconto.com,https://gsconto.com,0,,,
znanieavto.ru,https://znanieavto.ru,0,,,
zunal.com,https://zunal.com,0,,,
gsmr.org,https://gsmr.org,0,,,
aeroleads.com,https://aeroleads.com,0,,,
1academy.pro,https://1academy.pro,0,,,
insidejapantours.com,https://insidejapantours.com,0,,,
insidebitcoins.com,https://insidebitcoins.com,0,,,
handsonaswegrow.com,https://handsonaswegrow.com,0,,,
yola.com,https://yola.com,0,,,
grouphigh.com,http://grouphigh.com,0,,,
3rdcc.org,http://3rdcc.org,0,,,
happyelements.com,http://happyelements.com,0,,,
4cash.me,https://4cash.me,0,,,
kaleyra.com,https://kaleyra.com,0,,,
kamdou.net,https://kamdou.net,0,,,
