Original Folder Name,New Folder Name,URL,label
overstockmiami.com,overstockmiami.com,http://overstockmiami.com/wp-content/themes/quality/css/auth,1
www.justlookapp.com,www.justlookapp.com,http://www.justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/c8fe2373bd59b7bc5e1e8cbdf2578d45/info.php,1
u786324cnd.ha004.t.justns.ru,u786324cnd.ha004.t.justns.ru,http://u786324cnd.ha004.t.justns.ru/ca/b0a372c43cc5977a3f974dbd7dcd798c/,1
solucaoagrorural.com.br,solucaoagrorural.com.br,https://solucaoagrorural.com.br/img/do2action/ls/agri/52ca5/,1
medicaredirect.com,medicaredirect.com,https://medicaredirect.com/taxe/desj/index2.php,1
reservation.champagnedouard.fr_duplicate,reservation.champagnedouard.fr_duplicate,https://reservation.champagnedouard.fr/wp-includes/ccs/signin.php,1
expatria.io,expatria.io,https://expatria.io/chAse/view/surf3.php,1
oreobathrobe.com,oreobathrobe.com,https://oreobathrobe.com/telekom/btele/index.php,1
livingcolour.co.jp_duplicate,livingcolour.co.jp_duplicate,http://livingcolour.co.jp/blog/Desjardins/ca/users/Login.ID-67824/,1
u798994f4r.ha004.t.justns.ru,u798994f4r.ha004.t.justns.ru,http://u798994f4r.ha004.t.justns.ru/1/,1
leimirbeauty.com,leimirbeauty.com,http://leimirbeauty.com/jkkjhjedhhuhi/ejhdhdhhdb/step2.php,1
kofc10477.com_duplicate,kofc10477.com_duplicate,http://kofc10477.com/Test/personal_details.php,1
mail.vidwap.cu.ma,mail.vidwap.cu.ma,https://mail.vidwap.cu.ma/~gntcncum/D/H/L/EX-Press/document-/=46d37d3ffe90b3e56482e0726a2ff729cad88d5916aeb3e4a2a1d3c8889afd000dffdd18fe1509450bde3c1eebdef4be/tracking2.php,1
la-beauti.com,la-beauti.com,https://la-beauti.com/Million%20-%202/directing/desjardins/identifiantunique/index.php,1
jscpass.com,jscpass.com,https://jscpass.com/att/index.php,1
live-chas.com,live-chas.com,http://live-chas.com/ff,1
www.ohram.org,www.ohram.org,http://www.ohram.org/public/images/attributes/Rembour/667f5/sms.html,1
beta.websepet.com.tr_duplicate,beta.websepet.com.tr_duplicate,http://beta.websepet.com.tr/moncompte-impots/espace-2020/sms1.htm,1
emcoair.net,emcoair.net,https://emcoair.net/chasesecurity/Update-Virus/CH4S3EMPIR3/home/verification-email.php,1
noleggiolungotermineprivati.net,noleggiolungotermineprivati.net,http://noleggiolungotermineprivati.net/agri/0c010/,1
fecosmetics.asia_duplicate,fecosmetics.asia_duplicate,https://fecosmetics.asia/closingdocuments/index.php,1
het-impp11.com,het-impp11.com,http://het-impp11.com/servi-mail-pro-webb111928270383jksddkjsdjks191171927282827383322/b32eb9b4e80af65ebc22006e39e5db9d/sms.html,1
www.ameli-account-connection.agip.net.pe,www.ameli-account-connection.agip.net.pe,https://www.ameli-account-connection.agip.net.pe/8f7f7a8804ea33c/index.php,1
plenavia.cl,plenavia.cl,http://plenavia.cl/dhl/D2017HL,1
changeseggplants.com,changeseggplants.com,http://changeseggplants.com/chase/info/ccinfo.php,1
incomeways.icu,incomeways.icu,https://incomeways.icu/vy-a/mbt,1
azurefetcherstorage.blob.core.windows.net,azurefetcherstorage.blob.core.windows.net,http://azurefetcherstorage.blob.core.windows.net/contentfreshnesshourlyslapiclick/snapshot-ec1cd585a6b303e8aef3ca65c63e077520200610222656,1
jicssolar.com,jicssolar.com,http://jicssolar.com/tel/telekom/index.html,1
arquitecturamanuelmojica.com,arquitecturamanuelmojica.com,https://arquitecturamanuelmojica.com/paymnt/DocuSign/DocuSign,1
beta.websepet.com.tr,beta.websepet.com.tr,http://beta.websepet.com.tr/moncompte-impots/espace-2020/sms.html,1
www.inpots-gouv.eu,www.inpots-gouv.eu,http://www.inpots-gouv.eu/fr/impots/customer-IDPP00C399/sms.html,1
aldhub.com,aldhub.com,https://aldhub.com/limited/.../Agricole/authentication/,1
acm1.eim.ae.iwc.static.c11n.todiplywood.com_duplicate,acm1.eim.ae.iwc.static.c11n.todiplywood.com,http://acm1.eim.ae.iwc.static.c11n.todiplywood.com/queries/clearquery/index.html,1
mail.pure-edge.co.za_duplicate,mail.pure-edge.co.za_duplicate,http://mail.pure-edge.co.za/dhl/my.dhl-com/my.dhl-com,1
assurancemaladiesd.000webhostapp.com,assurancemaladiesd.000webhostapp.com,http://assurancemaladiesd.000webhostapp.com/amelis/ameliass/PortailAS/appmanager/PortailAS/amelipro,1
nitechsolution.com,nitechsolution.com,http://nitechsolution.com/wp-content/upgrade/sample/Reembolso_Electronico.html,1
minivale.com,minivale.com,http://minivale.com/CD/index.php,1
www.alghero-appartamento.com,www.alghero-appartamento.com,http://www.alghero-appartamento.com/france/ind/sms.html,1
eafreight.ltd,eafreight.ltd,http://eafreight.ltd/-/telekom/,1
lubermo.com_duplicate,lubermo.com_duplicate,https://lubermo.com/wp-admin/user/chase/step1.php,1
cengelkoylife.com,cengelkoylife.com,http://cengelkoylife.com/CREDlTS.txt/db/db,1
