Original Folder Name,New Folder Name,URL,label
facebook.com.awed.xyz,facebook.com.awed.xyz,http://facebook.com.awed.xyz/f/login.php,1
ebay.com.m.1itnn.com,ebay.com.m.1itnn.com,http://ebay.com.m.1itnn.com/itm/2016-Ez-go-RXV-48V/66435234762/u/14914846/,1
abantumarket.co.za,abantumarket.co.za,http://abantumarket.co.za/wp-content/plugins/js_composer/rad/7b968e3c6067a8cb7044c44deafe3787/,1
event.pubgcompany.com,event.pubgcompany.com,http://event.pubgcompany.com/login/facebook,1
1cdaf644-ad3d-4b5e-9225-8751dbe9c11a.godaddysites.com,1cdaf644-ad3d-4b5e-9225-8751dbe9c11a.godaddysites.com,https://1cdaf644-ad3d-4b5e-9225-8751dbe9c11a.godaddysites.com/,1
login.live.com.office.flagstarbancorp.myshn.net,login.live.com.office.flagstarbancorp.myshn.net,https://login.live.com.office.flagstarbancorp.myshn.net/cookiesDisabled.srf?uaid=c9e2b063d2b84b09a56154b179d69121&mkt=EN-US&lc=1033,1
bsfga.net,bsfga.net,http://bsfga.net/Invoice/toda/,1
pt.999wordpressdesign.com,pt.999wordpressdesign.com,https://pt.999wordpressdesign.com/drrr/post/china/logistics/index.php,1
www.aislacontrol.com,www.aislacontrol.com,http://www.aislacontrol.com/modules/1nd/a,1
dropbox.bilgenart.com_duplicate,dropbox.bilgenart.com_duplicate,https://dropbox.bilgenart.com/e29f44204e175c37db77737801972870/login.php?cmd=login_submit&amp;id=5adbd2a58409ecee68810a99440cf4d15adbd2a58409ecee68810a99440cf4d1&amp;session=5adbd2a58409ecee68810a99440cf4d15adbd2a58409ecee68810a99440cf4d1,1
shadetreetechnology.com,shadetreetechnology.com,http://shadetreetechnology.com/V4/validation/bf32e18dc44adb14ca4e70b510e6aea6,1
controlware.com.bd,controlware.com.bd,http://controlware.com.bd/wwwwww/china/logistic/intraship/emss.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=ouazzani@zitron.com,1
oactdocs-web-doc.ga_duplicate,oactdocs-web-doc.ga_duplicate,https://oactdocs-web-doc.ga/adobe/email/security,1
nl.thelittleglutenfreekitchenco.com,nl.thelittleglutenfreekitchenco.com,http://nl.thelittleglutenfreekitchenco.com/post/china/logistics/ems.php?email=,1
rac3dspbd.com,rac3dspbd.com,https://rac3dspbd.com/boa/bankofamerica/91549edf/,1
drwilliamkuehnling.org,drwilliamkuehnling.org,https://drwilliamkuehnling.org/wsw/Validation/login.php?cmd=login_submit&id=d55467792909a448de3b4ec1dbbc8e54d55467792909a448de3b4ec1dbbc8e54&session=d55467792909a448de3b4ec1dbbc8e54d55467792909a448de3b4ec1dbbc8e54,1
perucreartebtl.com,perucreartebtl.com,https://perucreartebtl.com/outlook-owaphp/?ss=2&ea=bponationalsamplecenter@armstrongceilings.com&session=ab9c043fb42fb4e58d0885af56c514ccab9c043fb42fb4e58d0885af56c514cc,1
cynthialoy.com_duplicate,cynthialoy.com_duplicate,http://cynthialoy.com/.invoice/login.php,1
oglanews.com,oglanews.com,https://oglanews.com/wp-content/Apple-ID.html,1
gps4you.net,gps4you.net,https://gps4you.net/wp/wp-content/wzAsqdFkywXpDYEp/AfpQNbCUCTLMbGTy/OWA-AUT/index.html,1
bahankuliahonline.com,bahankuliahonline.com,https://bahankuliahonline.com/signin/ebayde/ws/eBayISAPI/dllSignInru/index.htm,1
www.linkverified.uk,www.linkverified.uk,http://www.linkverified.uk/www.ebay.co.uk/itm/view/126548795655/,1
medical-news-reporting.com,medical-news-reporting.com,http://medical-news-reporting.com/zebc049e313/c8e95a14b677899d05b624e3/index.php?id=226bf3370e101d1c93c02298155dae0f,1
lazarus.co.zw,lazarus.co.zw,http://lazarus.co.zw/dft/PDFFILE,1
blog.cellprofiler.org,blog.cellprofiler.org,https://blog.cellprofiler.org/192837560311ocKontaktiert3A2F2F2Fws2FISAPIdllFM2MContact26item3D14276952031426requested3Kundenservice-redacted@email.html,1
eyudt.top,eyudt.top,http://eyudt.top/pay/paypal,1
lifescapeservices-inv.ml,lifescapeservices-inv.ml,http://lifescapeservices-inv.ml/adobe/email/security/,1
bestuniqueblogz.com,bestuniqueblogz.com,https://bestuniqueblogz.com/wp-includes/s1/EMS/intraship/emss.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&,1
designfitters.com,designfitters.com,http://designfitters.com/poster/adobe,1
eitfirst.com,eitfirst.com,http://eitfirst.com/zoom-inf2o28122/appsuite,1
netflix.login-update.again-member.com,netflix.login-update.again-member.com,http://netflix.login-update.again-member.com/Files/Login.php,1
baxterchidev.com,baxterchidev.com,http://baxterchidev.com/escrow-cd/onedrive-RD46,1
distinctfreight.co.zw,distinctfreight.co.zw,http://distinctfreight.co.zw/fgjj/PDFFILE/,1
nl.thelittleglutenfreekitchenco.com_duplicate,nl.thelittleglutenfreekitchenco.com_duplicate,http://nl.thelittleglutenfreekitchenco.com/post/china/logistics,1
ailsd.duckdns.org,ailsd.duckdns.org,https://ailsd.duckdns.org/at/attpho/index.html,1
9dollarsintothousands.com,9dollarsintothousands.com,http://9dollarsintothousands.com/wp-includes/Text/Diff/Engine/wp-content/Login.htm,1
www.argumentculture.com,www.argumentculture.com,http://www.argumentculture.com/survey/sf43ee33/source=12891/subid=e:imcw5avqpcvdcy59ttdd-vtjf4nyumb3jl1gvlnkr1s&subid2=morganintown.com&subid3=e:yo-rq4q8weazhx5ep9r_mw&subid4=freenet.de&firstname=klaus&surname=silbernagl&city=untermeitingen&email=jackdavis@eureliosollutions.com/pid=19,1
my-type.nichost.ru,my-type.nichost.ru,http://my-type.nichost.ru/includes/www.netflix.com/desktop/conta/inicio119290181912.php?tork=0YWK9L3O0YWK-7VES-0YWK7VES7VES-3Z667VES,1
caviarkelp.com_duplicate,caviarkelp.com_duplicate,http://caviarkelp.com/adobe/acrobat/error.php,1
act-fire.kz,act-fire.kz,http://act-fire.kz/llehsd/trider/lia/oj/index.htm,1
dewaltweedeaterguide.com,dewaltweedeaterguide.com,http://dewaltweedeaterguide.com/drop/Dropbox/wp-incllude/,1
