Original Folder Name,New Folder Name,URL,label
hatsandcaps.co.uk,hatsandcaps.co.uk,https://hatsandcaps.co.uk,0
zzperformance.com,zzperformance.com,https://zzperformance.com,0
insella.it,insella.it,https://insella.it,0
kannadashaadi.com,kannadashaadi.com,https://kannadashaadi.com,0
ilpiacenza.it,ilpiacenza.it,https://ilpiacenza.it,0
zimabdko.com,zimabdko.com,https://zimabdko.com,0
guide-piscine.fr,guide-piscine.fr,https://guide-piscine.fr,0
justfont.com,justfont.com,https://justfont.com,0
zinus.com,zinus.com,http://zinus.com,0
iitb.pe.gov.br,iitb.pe.gov.br,https://iitb.pe.gov.br,0
kamami.pl,kamami.pl,https://kamami.pl,0
zukureview.com,zukureview.com,https://zukureview.com,0
juvalis.de,juvalis.de,https://juvalis.de,0
kali.training,kali.training,https://kali.training,0
harddrop.com,harddrop.com,https://harddrop.com,0
inkme.tattoo,inkme.tattoo,https://inkme.tattoo,0
zizoo.com,zizoo.com,https://zizoo.com,0
kalayabiran.ir,kalayabiran.ir,https://kalayabiran.ir,0
happydemy.com,happydemy.com,http://happydemy.com,0
zoya.bg,zoya.bg,https://zoya.bg,0
harris.com,harris.com,https://harris.com,0
zonanegativa.com,zonanegativa.com,https://zonanegativa.com,0
yelp.it,yelp.it,https://yelp.it,0
inoreader.com,inoreader.com,https://inoreader.com,0
insanelymac.com,insanelymac.com,https://insanelymac.com,0
hamirayane.com,hamirayane.com,https://hamirayane.com,0
kaleostra.biz,kaleostra.biz,https://kaleostra.biz,0
happysubtitles.com,happysubtitles.com,https://happysubtitles.com,0
happywedding.life,happywedding.life,https://happywedding.life,0
yelp.com.au,yelp.com.au,https://yelp.com.au,0
zoho.com,zoho.com,https://zoho.com,0
juniqe.com,juniqe.com,https://juniqe.com,0
justinguitar.com,justinguitar.com,https://justinguitar.com,0
hanibal.cz,hanibal.cz,http://hanibal.cz,0
kaksepishe.com,kaksepishe.com,https://kaksepishe.com,0
ikea.bg,ikea.bg,http://ikea.bg,0
instabase.jp,instabase.jp,http://instabase.jp,0
hartenergy.com,hartenergy.com,http://hartenergy.com,0
zvukov.com,zvukov.com,https://zvukov.com,0
zonmaster.com,zonmaster.com,https://zonmaster.com,0
instacart.com,instacart.com,https://instacart.com,0
kafka-business.com,kafka-business.com,https://kafka-business.com,0
wvnet.edu,wvnet.edu,https://wvnet.edu,0
yelp.com.ar,yelp.com.ar,http://yelp.com.ar,0
haraj.com.sa,haraj.com.sa,https://haraj.com.sa,0
zones.com,zones.com,http://zones.com,0
harlander.com,harlander.com,https://harlander.com,0
haodanku.com,haodanku.com,https://haodanku.com,0
jupsoft.com,jupsoft.com,https://jupsoft.com,0
hammockgear.com,hammockgear.com,https://hammockgear.com,0
haramainsoftware.com,haramainsoftware.com,https://haramainsoftware.com,0
zurichlife.ie,zurichlife.ie,https://zurichlife.ie,0
hardzone.es,hardzone.es,https://hardzone.es,0
hanying9.com,hanying9.com,https://hanying9.com,0
znanje.hr,znanje.hr,https://znanje.hr,0
inpandora.com,inpandora.com,https://inpandora.com,0
harmonica.com,harmonica.com,https://harmonica.com,0
hardballshoppen.dk,hardballshoppen.dk,https://hardballshoppen.dk,0
insportline.sk,insportline.sk,https://insportline.sk,0
yooda.com,yooda.com,https://yooda.com,0
harvestapp.com,harvestapp.com,https://harvestapp.com,0
