(510.9775085449219, 222.99215698242188, 556.1736450195312, 285.4414367675781)	0.997730553150177
(416.5583190917969, 226.4929962158203, 479.0299072265625, 302.04144287109375)	0.9963505268096924
(550.4376831054688, 221.9188995361328, 669.96484375, 330.6793212890625)	0.9961622953414917
(685.671875, 229.60411071777344, 732.3339233398438, 288.7912902832031)	0.9948760867118835
(261.23590087890625, 233.92617797851562, 352.37200927734375, 285.1224060058594)	0.9943950176239014
(425.8702697753906, 285.6349182128906, 519.535400390625, 350.7991638183594)	0.9937967658042908
(206.04286193847656, 59.53964614868164, 334.37744140625, 116.40693664550781)	0.9930459856987
(931.2994384765625, 235.7273712158203, 986.99267578125, 293.3863220214844)	0.9919103980064392
(195.79876708984375, 219.8027801513672, 268.9074401855469, 302.64154052734375)	0.9917369484901428
(852.4148559570312, 238.9075469970703, 890.1295166015625, 316.4623107910156)	0.991086483001709
